user_id,country,signup_date,device,experiment_group
1684,Germany,2025-01-13,web,
1685,USA,2025-02-08,ios,
1686,Brazil,2025-01-15,ios,
1687,USA,2025-01-29,android,
1688,Australia,2025-01-29,ios,
1689,India,2025-03-16,ios,
1690,Brazil,2025-02-01,ios,A
1691,USA,2025-01-02,web,
1692,Germany,2025-02-16,ios,
1693,Australia,2025-03-19,android,
1694,Brazil,2025-03-25,ios,
1695,India,2025-01-22,ios,
1696,UK,2025-03-16,web,
1697,UK,2025-01-27,ios,
1698,USA,2025-03-08,web,
1699,Brazil,2025-03-22,web,
1700,Brazil,2025-02-25,web,
1701,Australia,2025-01-21,ios,
1702,Australia,2025-02-16,android,
1703,India,2025-03-21,android,A
1704,UK,2025-02-28,ios,
1705,Canada,2025-03-25,web,
1706,Germany,2025-01-06,android,
1707,Canada,2025-01-19,ios,A
1708,UK,2025-02-26,android,
1709,Brazil,2025-03-10,ios,B
1710,Germany,2025-01-03,web,
1711,Australia,2025-01-01,android,B
1712,Germany,2025-02-27,ios,
1713,India,2025-02-07,ios,
1714,Canada,2025-01-15,android,
1715,USA,2025-02-03,ios,
1716,USA,2025-03-02,android,
1717,India,2025-02-04,ios,
1718,Australia,2025-03-05,android,
1719,Brazil,2025-01-25,web,
1720,Brazil,2025-01-24,android,
1721,USA,2025-01-12,ios,A
1722,UK,2025-01-18,web,
1723,India,2025-01-15,web,
1724,UK,2025-03-21,android,
1725,India,2025-01-27,android,
1726,India,2025-03-13,android,
1727,USA,2025-03-01,web,
1728,USA,2025-02-15,web,
1729,Canada,2025-03-30,android,B
1730,UK,2025-01-17,ios,
1731,Brazil,2025-02-22,web,
1732,Germany,2025-01-08,android,
1733,Canada,2025-03-20,ios,
1734,UK,2025-01-27,android,
1735,Australia,2025-02-15,web,
1736,India,2025-02-19,web,
1737,Germany,2025-03-12,android,
1738,Germany,2025-01-03,ios,
1739,Canada,2025-03-05,web,B
1740,Germany,2025-02-13,android,
1741,Canada,2025-02-22,android,
1742,Germany,2025-01-24,ios,
1743,Canada,2025-03-01,ios,
1744,Canada,2025-01-03,web,
1745,Germany,2025-01-20,ios,A
1746,UK,2025-02-15,ios,
1747,USA,2025-01-15,web,
1748,USA,2025-01-25,android,
1749,Australia,2025-03-19,web,B
1750,India,2025-03-12,web,A
1751,Brazil,2025-01-17,ios,
1752,Australia,2025-03-25,ios,
1753,UK,2025-01-09,android,
1754,Germany,2025-02-07,ios,
1755,USA,2025-02-17,android,
1756,India,2025-03-01,android,A
1757,Germany,2025-03-04,android,
1758,India,2025-03-27,web,
1759,Germany,2025-01-02,ios,
1760,Canada,2025-03-29,ios,B
1761,Germany,2025-03-13,android,B
1762,USA,2025-01-11,ios,
1763,USA,2025-03-05,android,
1764,Germany,2025-03-18,ios,
1765,USA,2025-03-22,web,
1766,Australia,2025-03-13,ios,
1767,UK,2025-01-21,android,
1768,Germany,2025-01-18,web,
1769,USA,2025-03-05,ios,
1770,India,2025-03-23,web,
1771,India,2025-02-07,android,
1772,India,2025-02-01,android,
1773,Brazil,2025-01-11,ios,B
1774,India,2025-02-14,android,
1775,Canada,2025-03-30,ios,
1776,India,2025-02-02,android,B
1777,UK,2025-02-10,android,
1778,UK,2025-01-08,android,
1779,Brazil,2025-01-11,ios,B
1780,UK,2025-03-27,ios,A
1781,USA,2025-02-20,ios,
1782,India,2025-03-29,ios,A
1783,USA,2025-02-10,android,
1784,Australia,2025-01-17,web,
1785,Brazil,2025-03-17,ios,
1786,USA,2025-02-15,android,
1787,Canada,2025-02-01,android,
1788,USA,2025-03-20,ios,
1789,USA,2025-03-21,ios,
1790,Canada,2025-02-23,android,
1791,UK,2025-03-27,ios,A
1792,India,2025-01-20,ios,
1793,Canada,2025-02-02,web,
1794,USA,2025-03-15,web,
1795,Australia,2025-02-09,ios,
1796,Germany,2025-02-01,web,
1797,India,2025-01-02,web,
1798,India,2025-02-02,ios,
1799,Germany,2025-03-18,android,
1800,Brazil,2025-01-30,android,
1801,Brazil,2025-02-02,android,
1802,India,2025-03-18,android,
1803,UK,2025-01-26,web,
1804,Canada,2025-01-22,web,
1805,Brazil,2025-03-07,ios,B
1806,Brazil,2025-02-07,ios,B
1807,USA,2025-03-31,android,
1808,USA,2025-02-15,android,
1809,Brazil,2025-01-15,ios,
1810,UK,2025-02-13,ios,
1811,USA,2025-02-18,android,
1812,Canada,2025-03-16,web,
1813,UK,2025-03-02,web,
1814,Canada,2025-03-08,web,
1815,Canada,2025-01-06,web,
1816,India,2025-01-09,web,
1817,Canada,2025-01-06,ios,
1818,Canada,2025-03-14,ios,
1819,UK,2025-02-01,android,
1820,USA,2025-02-10,ios,
1821,Australia,2025-03-17,ios,
1822,Australia,2025-01-08,ios,
1823,Australia,2025-03-13,ios,
1824,Canada,2025-02-19,android,
1825,Germany,2025-03-03,ios,
1826,UK,2025-03-25,ios,
1827,Brazil,2025-03-03,android,
1828,Canada,2025-01-07,ios,A
1829,Canada,2025-03-16,android,
1830,Australia,2025-03-25,web,B
1831,UK,2025-03-21,web,A
1832,UK,2025-01-04,ios,
1833,UK,2025-01-06,ios,
1834,Brazil,2025-02-27,ios,A
1835,Canada,2025-01-22,ios,
1836,UK,2025-01-26,web,B
1837,Germany,2025-01-03,web,
1838,Brazil,2025-02-10,ios,
1839,Germany,2025-03-01,android,
1840,Australia,2025-01-14,android,
1841,Germany,2025-03-16,web,
1842,Germany,2025-03-23,android,
1843,Brazil,2025-01-12,ios,A
1844,USA,2025-03-28,ios,
1845,Brazil,2025-01-12,ios,B
1846,UK,2025-01-13,ios,A
1847,Canada,2025-01-25,ios,
1848,Germany,2025-02-14,android,
1849,UK,2025-01-19,android,
1850,Germany,2025-02-24,web,
1851,Germany,2025-02-14,web,
1852,Canada,2025-01-08,android,
1853,UK,2025-02-22,android,
1854,India,2025-02-24,web,
1855,Germany,2025-02-01,ios,
1856,Canada,2025-02-20,web,
1857,India,2025-02-13,web,
1858,Brazil,2025-03-23,android,
1859,Germany,2025-03-11,web,
1860,Australia,2025-01-18,web,B
1861,Germany,2025-03-24,android,
1862,Canada,2025-01-22,ios,
1863,Brazil,2025-02-06,ios,
1864,UK,2025-02-25,ios,
1865,UK,2025-02-28,android,A
1866,India,2025-01-03,web,A
1867,Brazil,2025-01-28,ios,
1868,Germany,2025-03-15,web,
1869,India,2025-02-04,android,
1870,UK,2025-03-02,ios,
1871,Germany,2025-02-23,ios,B
1872,Canada,2025-03-04,web,
1873,UK,2025-03-20,ios,
1874,India,2025-01-07,android,
1875,UK,2025-03-17,web,
1876,Canada,2025-02-18,web,
1877,Australia,2025-03-26,ios,
1878,Australia,2025-01-31,ios,
1879,UK,2025-02-27,ios,
1880,Australia,2025-03-02,ios,
1881,Australia,2025-01-24,web,
1882,Brazil,2025-01-20,web,
1883,Canada,2025-02-06,ios,A
1884,India,2025-01-04,web,
1885,Australia,2025-01-20,android,
1886,Germany,2025-03-01,web,
1887,UK,2025-01-24,android,
1888,UK,2025-02-19,android,B
1889,USA,2025-02-18,android,A
1890,India,2025-02-20,ios,A
1891,India,2025-02-05,web,
1892,Germany,2025-03-07,android,
1893,Australia,2025-03-20,ios,A
1894,Brazil,2025-02-03,web,
1895,Germany,2025-02-05,web,B
1896,Canada,2025-01-06,ios,
1897,India,2025-02-08,web,
1898,UK,2025-02-11,ios,B
1899,Brazil,2025-02-27,ios,A
1900,Brazil,2025-01-12,ios,B
1901,India,2025-01-03,web,B
1902,India,2025-01-18,ios,
1903,Germany,2025-02-09,ios,
1904,USA,2025-01-21,web,
1905,Australia,2025-01-15,android,
1906,India,2025-01-26,ios,
1907,India,2025-01-08,ios,
1908,Germany,2025-03-28,android,
1909,India,2025-02-11,web,
1910,Canada,2025-02-13,web,A
1911,Australia,2025-01-14,web,
1912,Germany,2025-03-19,ios,
1913,Canada,2025-01-02,android,
1914,Australia,2025-02-06,web,
1915,India,2025-03-10,android,
1916,UK,2025-02-07,web,
1917,Australia,2025-02-10,ios,
1918,Australia,2025-03-03,web,
1919,India,2025-03-01,android,
1920,USA,2025-01-14,android,
1921,Brazil,2025-03-30,android,
1922,Germany,2025-03-25,ios,
1923,USA,2025-01-02,web,
1924,Canada,2025-03-11,ios,
1925,Germany,2025-01-17,ios,
1926,USA,2025-03-30,android,
1927,Germany,2025-01-28,android,
1928,Canada,2025-03-07,ios,
1929,Germany,2025-02-04,ios,B
1930,Canada,2025-01-05,web,
1931,Brazil,2025-03-06,android,
1932,India,2025-02-09,android,
1933,Germany,2025-03-17,android,
1934,Germany,2025-02-25,web,B
1935,Canada,2025-02-05,web,A
1936,Australia,2025-02-14,android,
1937,Brazil,2025-01-23,android,
1938,Canada,2025-02-16,ios,
1939,Canada,2025-01-31,ios,
1940,Germany,2025-01-11,web,
1941,Germany,2025-01-10,android,
1942,UK,2025-03-08,ios,
1943,UK,2025-01-14,ios,
1944,Canada,2025-03-21,android,A
1945,UK,2025-03-15,android,
1946,Brazil,2025-01-10,ios,
1947,Canada,2025-03-17,android,A
1948,Germany,2025-01-01,android,
1949,Brazil,2025-01-05,web,
1950,Canada,2025-01-20,ios,
1951,Brazil,2025-01-08,ios,
1952,USA,2025-02-12,web,
1953,India,2025-03-17,web,
1954,Australia,2025-01-01,ios,
1955,USA,2025-02-26,ios,
1956,Canada,2025-03-05,android,B
1957,Canada,2025-03-25,android,
1958,Canada,2025-01-28,ios,
1959,India,2025-02-06,android,B
1960,USA,2025-02-16,android,
1961,Australia,2025-03-17,android,
1962,Germany,2025-02-06,web,
1963,Brazil,2025-02-18,ios,B
1964,USA,2025-02-13,ios,A
1965,USA,2025-02-25,ios,A
1966,Germany,2025-01-28,android,
1967,Brazil,2025-03-20,android,
1968,India,2025-01-06,web,
1969,USA,2025-03-02,web,
1970,India,2025-01-20,ios,
1971,UK,2025-03-19,web,A
1972,Canada,2025-01-02,web,
1973,USA,2025-03-14,android,A
1974,Brazil,2025-02-06,ios,B
1975,UK,2025-01-20,ios,
1976,UK,2025-01-26,web,
1977,USA,2025-01-29,android,A
1978,Australia,2025-01-01,web,
1979,Australia,2025-02-04,web,
1980,Australia,2025-03-11,ios,A
1981,USA,2025-02-28,android,
1982,Canada,2025-03-10,web,
1983,UK,2025-02-02,web,
1984,Australia,2025-02-20,android,
1985,USA,2025-03-19,web,
1986,Canada,2025-01-12,ios,A
1987,Brazil,2025-01-20,web,
1988,Brazil,2025-02-22,ios,
1989,UK,2025-03-29,ios,
1990,USA,2025-02-12,ios,
1991,Canada,2025-03-30,ios,
1992,Canada,2025-02-19,ios,
1993,UK,2025-01-29,ios,
1994,Brazil,2025-02-26,web,
1995,USA,2025-02-08,android,
1996,Canada,2025-02-25,web,
1997,Brazil,2025-02-12,android,
1998,Canada,2025-02-19,web,
1999,USA,2025-01-23,android,
2000,Germany,2025-02-13,web,
2001,Brazil,2025-02-07,ios,
2002,India,2025-03-25,android,
2003,Canada,2025-01-23,web,
2004,Canada,2025-02-14,ios,
2005,USA,2025-02-21,web,
2006,Germany,2025-03-21,android,
2007,Germany,2025-02-19,web,B
2008,Germany,2025-01-08,web,A
2009,Brazil,2025-03-26,ios,
2010,Canada,2025-01-01,ios,
2011,India,2025-01-08,ios,
2012,Germany,2025-01-29,android,
2013,Canada,2025-01-05,ios,
2014,UK,2025-03-27,android,B
2015,USA,2025-02-16,ios,
2016,USA,2025-02-03,ios,A
2017,Canada,2025-03-06,ios,A
2018,Australia,2025-02-24,ios,
2019,India,2025-03-31,android,A
2020,Canada,2025-02-12,android,
2021,India,2025-03-15,android,
2022,Brazil,2025-01-30,ios,
2023,UK,2025-03-23,ios,B
2024,Australia,2025-01-17,ios,
2025,USA,2025-01-26,android,
2026,Germany,2025-01-08,web,
2027,Germany,2025-02-16,web,
2028,USA,2025-03-17,web,
2029,UK,2025-03-13,android,B
2030,UK,2025-03-30,web,
2031,Canada,2025-02-15,android,
2032,Germany,2025-03-09,android,
2033,USA,2025-02-02,ios,
2034,Germany,2025-01-01,ios,
2035,Brazil,2025-01-19,android,
2036,USA,2025-01-31,web,
2037,UK,2025-03-21,android,
2038,Germany,2025-01-14,android,
2039,India,2025-02-22,web,B
2040,India,2025-02-17,ios,A
2041,Brazil,2025-03-10,android,A
2042,India,2025-03-31,ios,
2043,Brazil,2025-03-03,ios,
2044,Brazil,2025-03-07,ios,
2045,UK,2025-03-05,android,
2046,UK,2025-03-11,web,A
2047,USA,2025-03-04,web,
2048,Germany,2025-03-14,ios,
2049,Australia,2025-02-02,ios,
2050,Australia,2025-02-10,web,
2051,Canada,2025-03-30,ios,
2052,India,2025-02-17,web,
2053,Germany,2025-01-13,web,
2054,Australia,2025-03-14,android,
2055,Germany,2025-03-18,ios,
2056,Australia,2025-01-31,ios,
2057,Brazil,2025-03-16,android,
2058,India,2025-03-09,web,
2059,UK,2025-01-04,ios,
2060,Germany,2025-01-19,android,
2061,Brazil,2025-03-11,web,
2062,UK,2025-03-23,android,
2063,Brazil,2025-01-13,android,
2064,Germany,2025-01-23,android,
2065,Canada,2025-03-24,android,
2066,Germany,2025-03-16,web,
2067,Germany,2025-01-01,android,
2068,Australia,2025-03-29,web,
2069,India,2025-02-23,android,
2070,India,2025-03-12,android,
2071,Canada,2025-03-30,ios,
2072,Germany,2025-03-26,ios,
2073,India,2025-01-15,ios,
2074,Brazil,2025-03-06,ios,
2075,Brazil,2025-03-17,android,B
2076,Australia,2025-03-12,android,
2077,Canada,2025-01-15,web,
2078,Canada,2025-01-21,android,
2079,USA,2025-01-19,web,A
2080,UK,2025-03-01,android,
2081,Brazil,2025-03-30,android,B
2082,UK,2025-02-02,web,
2083,USA,2025-02-18,ios,B
2084,USA,2025-02-04,android,
2085,Canada,2025-02-13,ios,A
2086,UK,2025-03-31,web,
2087,Germany,2025-01-11,android,B
2088,UK,2025-03-13,web,
2089,Brazil,2025-03-19,android,
2090,UK,2025-03-15,web,
2091,Brazil,2025-03-07,web,
2092,Brazil,2025-02-15,ios,
2093,Brazil,2025-01-09,ios,
2094,Germany,2025-01-03,ios,
2095,Germany,2025-03-26,android,
2096,USA,2025-01-26,web,
2097,India,2025-03-13,ios,
2098,Germany,2025-02-17,android,
2099,Australia,2025-03-07,ios,
2100,Australia,2025-03-11,android,
2101,Germany,2025-01-28,web,
2102,USA,2025-01-26,web,
2103,USA,2025-01-25,web,
2104,USA,2025-01-12,android,
2105,Australia,2025-01-05,web,
2106,UK,2025-02-17,android,A
2107,Brazil,2025-02-06,android,
2108,Australia,2025-03-20,android,
2109,Germany,2025-02-13,web,
2110,Canada,2025-01-15,web,
2111,Brazil,2025-02-12,web,
2112,India,2025-02-17,android,
2113,USA,2025-03-28,web,
2114,India,2025-03-11,android,
2115,Canada,2025-02-15,web,
2116,Canada,2025-02-12,android,
2117,Canada,2025-01-21,ios,
2118,Australia,2025-01-23,web,
2119,USA,2025-03-21,web,
2120,USA,2025-02-16,android,
2121,India,2025-01-15,android,
2122,Brazil,2025-01-25,android,
2123,Canada,2025-02-05,ios,A
2124,India,2025-03-16,web,
2125,UK,2025-02-20,android,
2126,Germany,2025-01-15,ios,
2127,Germany,2025-03-09,ios,
2128,Australia,2025-01-21,android,
2129,Brazil,2025-01-13,web,
2130,Brazil,2025-03-27,android,
2131,Brazil,2025-01-19,android,
2132,India,2025-02-03,android,
2133,India,2025-03-19,ios,
2134,Australia,2025-03-09,ios,
2135,Canada,2025-02-21,web,
2136,India,2025-01-27,ios,
2137,USA,2025-01-29,android,
2138,India,2025-01-28,ios,
2139,Germany,2025-02-04,web,
2140,Germany,2025-01-08,android,B
2141,USA,2025-01-16,android,
2142,India,2025-02-05,ios,
2143,India,2025-01-30,ios,
2144,Australia,2025-01-18,web,
2145,UK,2025-01-02,android,
2146,UK,2025-02-18,web,
2147,Australia,2025-03-18,ios,
2148,Germany,2025-01-04,android,
2149,Brazil,2025-03-31,ios,
2150,Australia,2025-03-30,android,
2151,Canada,2025-03-16,web,B
2152,Australia,2025-01-07,android,
2153,Germany,2025-03-15,ios,B
2154,Canada,2025-02-08,android,B
2155,USA,2025-01-13,web,
2156,India,2025-01-31,ios,B
2157,Australia,2025-03-12,web,
2158,UK,2025-03-04,android,
2159,Canada,2025-02-25,android,
2160,Germany,2025-02-11,android,
2161,Canada,2025-03-02,android,
2162,Australia,2025-02-11,ios,A
2163,USA,2025-02-25,android,
2164,Brazil,2025-02-05,ios,B
2165,Australia,2025-03-25,ios,
2166,Germany,2025-03-09,ios,
2167,India,2025-01-07,android,
2168,India,2025-02-23,android,B
2169,UK,2025-01-01,web,
2170,Australia,2025-02-13,android,
2171,USA,2025-02-14,android,
2172,Brazil,2025-02-16,android,B
2173,Australia,2025-01-13,ios,B
2174,Australia,2025-01-22,web,A
2175,Brazil,2025-01-21,android,
2176,USA,2025-03-27,web,
2177,UK,2025-01-09,ios,
2178,India,2025-01-26,web,
2179,Brazil,2025-01-09,web,
2180,USA,2025-01-15,web,
2181,UK,2025-01-10,web,
2182,India,2025-03-29,web,B
2183,USA,2025-02-11,ios,
2184,UK,2025-03-13,android,
2185,Germany,2025-01-24,web,
2186,Australia,2025-03-21,ios,B
2187,Australia,2025-02-18,ios,
2188,Australia,2025-01-26,android,A
2189,Australia,2025-02-06,ios,
2190,USA,2025-03-09,android,
2191,Brazil,2025-02-19,web,
2192,USA,2025-01-24,ios,
2193,India,2025-01-19,ios,B
2194,USA,2025-03-01,ios,B
2195,Australia,2025-02-08,web,
2196,Canada,2025-03-15,android,
2197,India,2025-03-30,android,
2198,UK,2025-01-18,ios,
2199,Germany,2025-01-19,ios,
2200,India,2025-02-05,web,
2201,Australia,2025-03-15,web,
2202,UK,2025-02-24,android,
2203,UK,2025-03-10,ios,
2204,Germany,2025-02-16,ios,
2205,Brazil,2025-02-18,ios,
2206,Brazil,2025-02-02,ios,
2207,USA,2025-01-21,web,A
2208,Brazil,2025-03-22,web,
2209,USA,2025-01-22,android,
2210,India,2025-02-17,ios,
2211,Australia,2025-02-06,web,
2212,Canada,2025-01-15,ios,
2213,Canada,2025-02-04,android,
2214,Canada,2025-03-12,ios,
2215,Canada,2025-02-01,web,
2216,India,2025-01-11,web,
2217,USA,2025-01-10,android,
2218,Australia,2025-03-14,android,A
2219,Germany,2025-03-19,ios,A
2220,Germany,2025-03-18,ios,A
2221,Brazil,2025-02-26,web,
2222,Australia,2025-01-25,web,B
2223,India,2025-01-02,web,
2224,India,2025-03-05,android,B
2225,Canada,2025-02-04,android,
2226,Germany,2025-01-07,android,A
2227,Australia,2025-03-26,ios,
2228,UK,2025-01-18,android,
2229,Germany,2025-03-08,ios,
2230,Germany,2025-02-11,ios,
2231,UK,2025-02-08,ios,
2232,Brazil,2025-02-10,android,
2233,USA,2025-03-16,web,
2234,Brazil,2025-01-24,android,
2235,Canada,2025-03-01,android,B
2236,UK,2025-02-15,android,B
2237,Australia,2025-01-19,ios,
2238,Australia,2025-03-09,web,
2239,UK,2025-03-31,android,
2240,Brazil,2025-02-11,android,
2241,Canada,2025-02-01,ios,
2242,Australia,2025-02-08,android,
2243,Canada,2025-02-05,android,B
2244,USA,2025-02-05,ios,B
2245,Brazil,2025-01-03,android,
2246,India,2025-03-14,web,A
2247,India,2025-01-08,ios,B
2248,India,2025-03-11,web,
2249,USA,2025-02-10,android,
2250,Australia,2025-03-09,ios,
2251,Australia,2025-01-13,ios,
2252,USA,2025-02-18,android,
2253,UK,2025-03-01,web,
2254,Germany,2025-01-02,android,
2255,USA,2025-03-01,ios,
2256,Canada,2025-01-05,ios,B
2257,Germany,2025-02-13,ios,B
2258,Australia,2025-01-27,android,
2259,India,2025-02-01,android,
2260,India,2025-01-21,android,B
2261,Germany,2025-01-08,web,
2262,Australia,2025-03-13,web,
2263,Brazil,2025-02-19,web,A
2264,UK,2025-03-08,ios,
2265,UK,2025-02-13,web,
2266,Australia,2025-02-27,ios,
2267,Brazil,2025-01-03,web,
2268,Canada,2025-03-27,web,A
2269,Germany,2025-03-11,ios,
2270,Germany,2025-01-02,android,
2271,USA,2025-03-28,web,
2272,India,2025-02-13,ios,
2273,India,2025-01-02,android,
2274,Germany,2025-03-22,android,
2275,USA,2025-02-04,android,
2276,Canada,2025-03-28,ios,
2277,Canada,2025-01-30,web,A
2278,USA,2025-01-08,web,
2279,UK,2025-01-22,web,
2280,UK,2025-02-13,android,
2281,Germany,2025-02-27,web,
2282,Canada,2025-02-05,ios,
2283,UK,2025-03-10,web,
2284,USA,2025-03-18,web,
2285,Brazil,2025-01-31,web,
2286,Australia,2025-02-16,web,
2287,Australia,2025-02-24,ios,
2288,India,2025-03-21,web,
2289,Germany,2025-03-03,android,A
2290,Canada,2025-01-30,web,
2291,UK,2025-02-24,android,
2292,Australia,2025-01-16,android,
2293,UK,2025-01-12,android,
2294,USA,2025-01-17,ios,A
2295,UK,2025-01-16,android,
2296,India,2025-01-12,android,
2297,Germany,2025-01-08,web,A
2298,UK,2025-03-25,ios,
2299,Brazil,2025-01-03,ios,
2300,Brazil,2025-01-16,ios,
2301,Canada,2025-01-30,android,B
2302,Canada,2025-01-23,android,
2303,Australia,2025-01-05,android,
2304,Germany,2025-03-25,web,B
2305,Brazil,2025-03-06,android,
2306,Brazil,2025-01-30,ios,
2307,Canada,2025-01-21,web,B
2308,Australia,2025-03-25,web,
2309,UK,2025-03-11,ios,
2310,Brazil,2025-01-22,android,A
2311,Australia,2025-03-23,web,A
2312,UK,2025-03-13,ios,
2313,India,2025-02-01,android,
2314,USA,2025-02-02,web,
2315,Australia,2025-01-16,web,
2316,Canada,2025-03-17,web,
2317,UK,2025-02-07,web,
2318,USA,2025-01-14,web,
2319,UK,2025-02-05,android,
2320,Australia,2025-01-23,ios,B
2321,UK,2025-03-07,web,
2322,Australia,2025-03-26,ios,
2323,Germany,2025-01-02,ios,
2324,UK,2025-03-14,ios,
2325,Brazil,2025-03-06,android,A
2326,Australia,2025-03-16,ios,
2327,Brazil,2025-03-08,ios,
2328,UK,2025-02-21,ios,B
2329,Canada,2025-03-03,web,B
2330,Canada,2025-01-23,web,
2331,Canada,2025-01-26,ios,
2332,India,2025-03-09,android,
2333,Brazil,2025-03-23,web,
2334,USA,2025-02-24,web,
2335,India,2025-01-06,ios,A
2336,USA,2025-02-04,ios,
2337,Australia,2025-01-22,android,
2338,UK,2025-02-12,web,
2339,UK,2025-01-15,ios,
2340,UK,2025-03-27,web,
2341,Brazil,2025-03-01,ios,
2342,Canada,2025-01-12,ios,
2343,India,2025-02-18,android,
2344,USA,2025-02-11,web,A
2345,Australia,2025-02-07,web,
2346,Germany,2025-03-23,ios,
2347,Canada,2025-02-14,android,A
2348,India,2025-02-04,android,B
2349,USA,2025-01-30,android,
2350,Australia,2025-03-29,web,
2351,Germany,2025-01-30,ios,
2352,India,2025-03-19,ios,
2353,India,2025-01-06,android,B
2354,Canada,2025-03-08,android,
2355,UK,2025-03-21,android,
2356,Canada,2025-01-07,web,
2357,India,2025-02-21,ios,B
2358,Canada,2025-01-14,android,
2359,Canada,2025-03-14,android,
2360,Australia,2025-01-15,ios,A
2361,Canada,2025-01-21,web,
2362,Australia,2025-02-04,web,
2363,USA,2025-03-07,web,A
2364,UK,2025-01-02,ios,
2365,India,2025-02-04,web,
2366,Australia,2025-03-23,android,
2367,UK,2025-03-19,web,
2368,Germany,2025-01-20,ios,
2369,USA,2025-03-23,web,
2370,Germany,2025-01-10,ios,A
2371,USA,2025-01-25,ios,B
2372,Brazil,2025-03-07,web,
2373,Germany,2025-01-25,android,
2374,Australia,2025-02-23,ios,
2375,Brazil,2025-02-02,web,A
2376,Canada,2025-02-05,ios,A
2377,UK,2025-01-14,web,
2378,Germany,2025-03-06,android,
2379,India,2025-03-21,ios,
2380,Canada,2025-02-23,android,A
2381,USA,2025-02-21,android,
2382,India,2025-01-03,android,
2383,Australia,2025-02-10,android,
2384,India,2025-01-06,android,
2385,Canada,2025-01-25,web,
2386,UK,2025-01-13,android,A
2387,UK,2025-01-08,web,A
2388,India,2025-01-21,android,
2389,Canada,2025-03-09,android,
2390,India,2025-01-25,ios,B
2391,India,2025-03-20,web,
2392,USA,2025-03-09,android,
2393,UK,2025-02-14,android,
2394,Germany,2025-03-01,android,A
2395,UK,2025-01-12,web,
2396,India,2025-02-01,web,
2397,Australia,2025-01-13,web,B
2398,Germany,2025-01-31,ios,B
2399,Canada,2025-03-19,ios,A
2400,Australia,2025-01-20,android,
2401,Canada,2025-01-18,web,
2402,Germany,2025-03-01,web,
2403,Germany,2025-03-04,ios,
2404,UK,2025-01-06,android,
2405,India,2025-02-01,web,
2406,Canada,2025-02-12,web,
2407,Canada,2025-01-02,android,B
2408,Canada,2025-03-01,ios,
2409,Australia,2025-01-23,ios,
2410,India,2025-03-24,web,
2411,Australia,2025-01-31,android,
2412,Brazil,2025-01-05,android,
2413,USA,2025-03-24,android,
2414,UK,2025-02-03,web,A
2415,Canada,2025-01-10,ios,
2416,Australia,2025-03-30,ios,
2417,Brazil,2025-01-02,ios,A
2418,Brazil,2025-01-11,ios,
2419,Canada,2025-02-19,ios,
2420,Brazil,2025-01-31,web,
2421,Australia,2025-02-25,web,
2422,UK,2025-03-20,ios,
2423,USA,2025-03-14,ios,A
2424,Germany,2025-03-28,web,
2425,USA,2025-03-24,ios,A
2426,USA,2025-01-09,ios,
2427,Canada,2025-01-21,ios,
2428,Australia,2025-03-14,android,
2429,Canada,2025-01-28,ios,
2430,India,2025-03-03,android,B
2431,Brazil,2025-01-07,ios,
2432,Brazil,2025-03-21,ios,
2433,Germany,2025-01-16,web,
2434,India,2025-01-04,web,
2435,Germany,2025-01-04,web,
2436,Canada,2025-02-09,android,
2437,UK,2025-01-17,android,B
2438,India,2025-02-21,ios,
2439,Brazil,2025-02-21,android,
2440,Germany,2025-02-05,web,A
2441,India,2025-02-07,android,
2442,India,2025-02-19,ios,
2443,USA,2025-03-04,android,
2444,India,2025-03-04,web,
2445,India,2025-03-03,ios,
2446,Brazil,2025-01-07,android,
2447,UK,2025-01-27,ios,
2448,Germany,2025-03-27,ios,
2449,UK,2025-01-14,android,
2450,India,2025-03-12,ios,
2451,Australia,2025-03-27,android,
2452,Brazil,2025-01-05,web,
2453,Brazil,2025-02-24,web,B
2454,Brazil,2025-01-02,android,
2455,Brazil,2025-03-03,android,
2456,USA,2025-01-21,ios,
2457,India,2025-03-20,android,A
2458,Australia,2025-01-21,ios,B
2459,USA,2025-01-10,web,A
2460,Australia,2025-03-28,android,
2461,USA,2025-02-27,web,
2462,India,2025-02-08,android,
2463,Brazil,2025-01-05,web,
2464,Germany,2025-03-06,android,
2465,Brazil,2025-01-13,android,
2466,Brazil,2025-03-26,ios,B
2467,USA,2025-03-31,ios,
2468,UK,2025-03-26,android,
2469,Brazil,2025-02-22,ios,
2470,India,2025-03-23,android,A
2471,India,2025-02-14,android,
2472,India,2025-02-01,web,
2473,Australia,2025-02-05,ios,
2474,USA,2025-03-22,ios,
2475,Germany,2025-03-01,web,A
2476,Germany,2025-01-11,android,A
2477,Germany,2025-03-04,ios,
2478,Brazil,2025-01-21,android,
2479,Brazil,2025-02-21,ios,
2480,UK,2025-02-24,ios,
2481,UK,2025-01-26,android,
2482,UK,2025-03-09,android,
2483,USA,2025-02-03,ios,B
2484,Germany,2025-02-21,web,
2485,Brazil,2025-03-23,web,
2486,UK,2025-02-21,web,A
2487,USA,2025-01-29,web,
2488,Canada,2025-02-07,web,
2489,UK,2025-02-11,android,
2490,Brazil,2025-01-21,ios,
2491,UK,2025-02-11,web,
2492,Australia,2025-01-13,ios,
2493,Australia,2025-03-05,android,
2494,USA,2025-01-17,ios,A
2495,Canada,2025-01-09,android,B
2496,Canada,2025-02-10,ios,
2497,USA,2025-01-01,ios,
2498,UK,2025-01-02,android,A
2499,Brazil,2025-03-01,ios,
